brand,name,price,spec_rating,processor,CPU,Ram_type,ROM_type,display_size,resolution_height,OS,Generation,Core,ram,rom,hdd,ssd,GPU_Brand,os,ppi
HP,Victus 15-fb1017AX Gaming Laptop,69501,71,7th Gen AMD Ryzen i5 7535HS,"Hexa Core, 12 Threads",DDR5,SSD,15.6,1080,Windows 11 OS,7,5,16,512,0,512,NVIDIA,Windows,141.2119981
Lenovo,IdeaPad Slim 5 14IAH8 83BF000UIN Laptop,59990,69.32352941,12th Gen Intel Core i5 12450H,"Octa Core (4P + 4E), 12 Threads",LPDDR5,SSD,14,1080,Windows 11 OS,12,5,16,512,0,512,Intel,Windows,157.3505121
HP,Victus 15-fb1015AX Gaming Laptop,54990,69,7th Gen AMD Ryzen i5 7535HS,"Hexa Core, 12 Threads",DDR5,SSD,15.6,1080,Windows 11 OS,7,5,8,512,0,512,NVIDIA,Windows,141.2119981
Lenovo,LOQ 15IRH8 82XV00F4IN 2023 Gaming Laptop,64990,69,12th Gen Intel Core i5 12450H,"Octa Core (4P + 4E), 12 Threads",DDR5,SSD,15.6,1080,Windows 11 OS,12,5,16,512,0,512,NVIDIA,Windows,141.2119981
MSI,Modern 15 B12M-612IN Laptop,37729,60,12th Gen Intel Core i3 1215U,"Hexa Core (2P + 4E), 8 Threads",DDR4,SSD,15.6,1080,Windows 11 OS,12,3,16,512,0,512,Intel,Windows,141.2119981
Lenovo,IdeaPad Gaming 3 82K2025MIN Laptop,50712,69,5th Gen AMD Ryzen i5 5600H,"Hexa Core, 12 Threads",DDR4,SSD,15.6,1080,Windows 11 OS,5,5,16,512,0,512,NVIDIA,Windows,141.2119981
MSI,Modern 14 C11M-029IN Laptop,44990,62,11th Gen Intel Core i5 1155G7,"Quad Core, 8 Threads",DDR4,SSD,14,1080,Windows 11 OS,11,5,16,512,0,512,Intel,Windows,157.3505121
Infinix,CoreBook X Laptop,23990,69.32352941,10th Gen Intel Core i3 1005G1,"Dual Core, 4 Threads",DDR4,SSD,14,1200,Windows 11 OS,10,3,8,512,0,512,Intel,Windows,161.7253908
HP,15s-ey2001AU Laptop,49990,63,5th Gen AMD Ryzen i7  5700U,"Octa Core, 16 Threads",DDR4,SSD,15.6,1080,Windows 11 OS,5,7,16,512,0,512,AMD,Windows,141.2119981
HP,Pavilion 15-eg3079TU Laptop,72990,66,13th Gen Intel Core i5 1340p,"12 Cores (4P + 8E), 16 Threads",DDR4,SSD,15.6,1080,Windows 11 OS,13,5,16,512,0,512,Intel,Windows,141.2119981
Lenovo,IdeaPad Slim 3 82H803B6IN Laptop,52101,66,11th Gen Intel Core i7 1165G7,"Quad Core, 8 Threads",DDR4,SSD,15.6,1080,Windows 11 OS,11,7,16,512,0,512,Intel,Windows,141.2119981
Infinix,INBook X2 Slim Series Laptop,28990,69.32352941,11th Gen Intel Core i3  1115G4,"Dual Core, 4 Threads",LPDDR4X,SSD,14,1080,Windows 11 OS,11,3,8,512,0,512,Intel,Windows,157.3505121
HP,Pavilion 15s-fq5190TU Laptop,69490,65,12th Gen Intel Core i7 1255U,"10 Cores (2P + 8E), 12 Threads",DDR4,SSD,15.6,1080,Windows 11 OS,12,7,16,512,0,512,Intel,Windows,141.2119981
Acer,Aspire 5 A515-58P NX.KHJSI.001 Gaming Laptop,39965,69.32352941,13th Gen Intel Core i3 1315U,"Hexa Core (2P + 4E), 8 Threads",LPDDR5,SSD,15.6,1080,Windows 11 OS,13,3,8,512,0,512,Intel,Windows,141.2119981
Acer,Aspire 5 14 A514-56GM 2023 Gaming Laptop,54990,67,13th Gen Intel Core i5 1335U,"10 Cores (2P + 8E), 12 Threads",DDR4,SSD,14,1080,Windows 11 OS,13,5,16,512,0,512,NVIDIA,Windows,157.3505121
Asus,Vivobook 15 X1502ZA-EJ532WS Laptop,46999,64,12th Gen Intel Core i5 1235U,"10 Cores (2P + 8E), 12 Threads",DDR4,SSD,15.6,1080,Windows 11 OS,12,5,8,512,0,512,Intel,Windows,141.2119981
Asus,Vivobook S15 OLED 2023 S5504VA-MA543WS Laptop,83990,65,13th Gen Intel Core i5 13500H,"12 Cores (4P + 8E), 16 Threads",LPDDR5,SSD,15.6,1620,Windows 11 OS,13,5,16,512,0,512,Intel,Windows,211.8179971
HP,Victus 15-fb0108AX Gaming Laptop,51499,67,5th Gen AMD Ryzen i5 5600H ,"Hexa Core, 12 Threads",DDR4,SSD,15.6,1080,Windows 11 OS,5,5,8,512,0,512,AMD,Windows,141.2119981
Dell,Vostro 3425 M552321WIN9S Laptop,50990,68,5th Gen AMD Ryzen i5 5625U,"Hexa Core, 12 Threads",DDR4,SSD,14,1080,Windows 11 OS,5,5,16,512,0,512,AMD,Windows,157.3505121
HP,Chromebook 15a-na0012TU Laptop,23990,69.32352941,5th Gen Intel Celeron i3 N4500,"Dual Core, 2 Threads",LPDDR4X,Hard_Disk,15.6,768,Chrome OS,5,3,4,128,128,0,Intel,Chrome,100.4546699
HP,Pavilion x360 14-ek1010TU Laptop,79990,70,13th Gen Intel Core i5 1335U,"10 Cores (2P + 8E), 12 Threads",DDR4,SSD,14,1080,Windows 11 OS,13,5,16,1000,0,1000,Intel,Windows,157.3505121
Samsung,Galaxy Book 3 NP750XFG-KA3IN Laptop,84390,60,13th Gen Intel Core i7 1355U,"10 Cores (2P + 8E), 12 Threads",LPDDR4X,SSD,15.6,1080,Windows 11 OS,13,7,16,512,0,512,Intel,Windows,141.2119981
Infinix,INBook Y1 Plus Laptop,24990,69.32352941,10th Gen Intel Core i3 1005G1,"Dual Core, 4 Threads",LPDDR4X,SSD,15.6,1080,Windows 11 OS,10,3,8,256,0,256,Intel,Windows,141.2119981
Samsung,Galaxy Book 3 Ultra NP960XFH-XA1IN Laptop,281990,82,13th Gen Intel Core i9 13900H,"14 Cores (6P + 8E), 20 Threads",LPDDR5,SSD,16,1800,Windows 11 OS,13,9,32,1000,0,1000,NVIDIA,Windows,212.2645755
Lenovo,IdeaPad 1 15AMN7 82VG00EQIN Laptop,26590,69.32352941,3rd Gen AMD Athlon i4 7120U ,"Dual Core, 2 Threads",LPDDR5,SSD,15.6,768,Windows 11 OS,3,4,8,512,0,512,AMD,Windows,100.4546699
Infinix,INBook X2 Slim Series XL23 2023 Laptop,37990,60,11th Gen Intel Core i5 1155G7,"Quad Core, 8 Threads",LPDDR4X,SSD,14,1080,Windows 11 OS,11,5,16,1000,0,1000,Intel,Windows,157.3505121
Asus,Vivobook Pro 15 M6500RC-HN741WS Laptop,71189,70,6th Gen AMD Ryzen i7 6800H,"Octa Core, 16 Threads",LPDDR5,SSD,15.6,1080,Windows 11 OS,6,7,16,512,0,512,NVIDIA,Windows,141.2119981
HP,Victus 16-s0095AX Gaming Laptop,85999,76,7th Gen AMD Ryzen i7 7840HS,"Octa Core, 16 Threads",DDR5,SSD,16.1,1080,Windows 11 OS,7,7,16,512,0,512,NVIDIA,Windows,136.8265323
Lenovo,Yoga 7 82YM0074IN Laptop,93990,80,7th Gen AMD Ryzen i7 7735U,"Octa Core, 16 Threads",DDR5,SSD,14,1800,Windows 11 OS,7,7,16,1000,0,1000,AMD,Windows,242.5880863
Asus,Zenbook Flip 14 OLED UP5401ZA-KU541WS Laptop,84990,69,12th Gen Intel Core i5 12500H,"12 Cores (4P + 8E), 16 Threads",LPDDR5,SSD,14,2400,Windows 11 OS,12,5,16,512,0,512,Intel,Windows,323.4507817
Dell,Inspiron 3530 2023 Laptop,44190,69.32352941,13th Gen Intel Core i3 1305U,"Dual Core, 2 Threads",DDR4,SSD,15.6,1080,Windows 11 OS,13,3,8,1000,0,1000,Intel,Windows,141.2119981
Acer,Predator 16 NH.QLUSI.005 Laptop,159990,79,13th Gen Intel Core i9 13900HX,"24 Cores (8P + 16E), 32 Threads",DDR5,SSD,16,1600,Windows 11 OS,13,9,16,1000,0,1000,NVIDIA,Windows,188.6796226
HP,Victus 15-fb0134AX Gaming Laptop,52990,70,5th Gen AMD Ryzen i5 5600H,"Hexa Core, 12 Threads",DDR4,SSD,15.6,1080,Windows 11 OS,5,5,16,512,0,512,AMD,Windows,141.2119981
Acer,Aspire Lite 2023 AL15-51 Laptop,39990,62,11th Gen Intel Core i5 1155G7,"Quad Core, 8 Threads",DDR4,SSD,15.6,1080,Windows 11 OS,11,5,8,512,0,512,Intel,Windows,141.2119981
Dell,Inspiron 2023 14 5430 Laptop,73990,63,13th Gen Intel Core i5 1335U,"10 Cores (2P + 8E), 12 Threads",LPDDR5,SSD,14,1200,Windows 11 OS,13,5,16,1000,0,1000,Intel,Windows,161.7253908
Lenovo,IdeaPad Gaming 3 82K101L7IN Laptop,57500,70,11th Gen Intel Core i5 11320H,"Quad Core, 8 Threads",DDR4,SSD,15.6,1080,Windows 11 OS,11,5,16,512,0,512,NVIDIA,Windows,141.2119981
Asus,Vivobook Pro 15 M6500QF-HN521WS Laptop,59990,60,5th Gen AMD Ryzen i5 5600HS,"Hexa Core, 12 Threads",DDR4,SSD,15.6,1080,Windows 11 OS,5,5,8,512,0,512,NVIDIA,Windows,141.2119981
Acer,Aspire 7 A715-76G UN.QMESI.004 Gaming Laptop,53990,69,12th Gen Intel Core i5 12450H,"Octa Core (4P + 4E), 12 Threads",DDR4,SSD,15.6,1080,Windows 11 OS,12,5,16,512,0,512,NVIDIA,Windows,141.2119981
Asus,VivoBook 14 X415EA-EK326WS Notebook,33990,69.32352941,11th Gen Intel Core i3 1115G4,"Dual Core, 4 Threads",DDR4,SSD,14,1080,Windows 11 OS,11,3,8,512,0,512,Intel,Windows,157.3505121
Dell,Inspiron 5630 Laptop,75990,70,13th Gen Intel Core i5 1340P,"12 Cores (4P + 8E), 16 Threads",LPDDR5,SSD,16,1600,Windows 11 OS,13,5,16,512,0,512,Intel,Windows,188.6796226
Apple,MacBook Air 15 2023 Laptop,144990,69.32352941,12th Gen Apple M i8 M2,"Octa Core (4P + 4E), 12 Threads",DDR4,SSD,15.3,1864,Mac OS,12,8,8,512,0,512,Others,Mac,224.2210757
Asus,Vivobook 15 X1502ZA-EJ542WS Laptop,60539,64,12th Gen Intel Core i5 12500H ,"12 Cores (4P + 8E), 16 Threads",DDR4,SSD,15.6,1080,Windows 11 OS,12,5,16,512,0,512,Intel,Windows,141.2119981
Asus,Vivobook 15 M1502QA-EJ742WS Laptop,56990,69.32352941,5th Gen AMD Ryzen i7 5800H,"Octa Core, 16 Threads",DDR4,SSD,15.6,1080,Windows OS,5,7,16,512,0,512,AMD,Windows,141.2119981
HP,Pavilion 15-eg3027TU Laptop,75533,66,13th Gen Intel Core i5 1340p,"12 Cores (4P + 8E), 16 Threads",DDR4,SSD,15.6,1080,Windows 11 OS,13,5,16,512,0,512,Intel,Windows,141.2119981
Dell,G15-5530 GN553064GRM002ORB1 Gaming Laptop,74990,69,13th Gen Intel Core i5 13450HX,"10 Cores (6P + 4E), 16 Threads",DDR5,SSD,15.6,1080,Windows 11 OS,13,5,8,512,0,512,NVIDIA,Windows,141.2119981
Asus,TUF Gaming A15 FA577NU-LP082W Gaming Laptop,94990,77,7th Gen AMD Ryzen i7 7735HS,"Octa Core, 16 Threads",DDR5,SSD,15.6,1080,Windows 11 OS,7,7,16,512,0,512,NVIDIA,Windows,141.2119981
Asus,ROG Strix G16 2023 G614JV-N4141WS Gaming Laptop,179990,77,13th Gen Intel Core i9 13980HX,"24 Cores (8P + 16E), 32 Threads",DDR5,SSD,16,1600,Windows 11 OS,13,9,16,1000,0,1000,NVIDIA,Windows,188.6796226
Asus,Vivobook 16X 2023 K3605ZC-MB541WS Laptop,77990,72,12th Gen Intel Core i5 12450H,"Octa Core (4P + 4E), 12 Threads",DDR4,SSD,16,1200,Windows 11 OS,12,5,16,512,0,512,NVIDIA,Windows,141.509717
HP,15s-fr5009TU Laptop,37990,69.32352941,12th Gen Intel Core i3 1215U,"Hexa Core (2P + 4E), 8 Threads",DDR4,SSD,15.6,1080,Windows 11 OS,12,3,8,512,0,512,Intel,Windows,141.2119981
HP,15-fd0013TU Laptop,62990,69.32352941,13th Gen Intel Core i5 1335U,"10 Cores (2P + 8E), 12 Threads",DDR4,SSD,15.6,1080,Windows 11 OS,13,5,16,512,0,512,Intel,Windows,141.2119981
Acer,Predator Helios Neo 16 PHN16-71 2023 Gaming Laptop,129999,78,13th Gen Intel Core i7 13700HX,"16 Cores (8P + 8E), 24 Threads",DDR5,SSD,16,1600,Windows 11 OS,13,7,16,1000,0,1000,NVIDIA,Windows,188.6796226
HP,Pavilion 15-eh2050AU Laptop,52990,62,5th Gen AMD Ryzen i5 5625U,"Hexa Core, 12 Threads",DDR4,SSD,15.6,1080,Windows 11 OS,5,5,8,512,0,512,AMD,Windows,141.2119981
Acer,Predator Helios Neo 16 PHN16-71 Laptop,104990,75,13th Gen Intel Core i7 13700HX,"16 Cores (8P + 8E), 24 Threads",DDR5,SSD,16,1200,Windows 11 OS,13,7,16,512,0,512,NVIDIA,Windows,141.509717
Infinix,Book Prime CloudPro002 Laptop,47999,62,11th Gen Intel Core i5 11320H,"Quad Core, 8 Threads",LPDDR4X,SSD,14,1440,Windows 11 OS,11,5,8,512,0,512,Intel,Windows,185.4283513
Acer,Predator Helios Neo 16 PHN16-71 Gaming Laptop,114499,75,13th Gen Intel Core i7 13700HX,"16 Cores (8P + 8E), 24 Threads",DDR5,SSD,16,1200,Windows 11 OS,13,7,16,1000,0,1000,NVIDIA,Windows,141.509717
HP,Pavilion 15-eg2017TU Laptop,49990,60,12th Gen Intel Core i3 1215U,"Hexa Core (2P + 4E), 8 Threads",DDR4,SSD,15.6,1080,Windows 11 OS,12,3,8,512,0,512,Intel,Windows,141.2119981
Asus,Vivobook 15 X1502ZA-EJ953WS Laptop,39990,69.32352941,12th Gen Intel Core i3 1215U,"Hexa Core (2P + 4E), 8 Threads",DDR4,SSD,15.6,1080,Windows 11 OS,12,3,8,512,0,512,Intel,Windows,141.2119981
Acer,Nitro 5 AN515-47 2023 Gaming Laptop,68990,73,7th Gen AMD Ryzen i5 7535HS,"Hexa Core, 12 Threads",DDR5,SSD,15.6,1080,Windows 11 OS,7,5,16,512,0,512,NVIDIA,Windows,141.2119981
Acer,Nitro 5 AN515-47 Gaming Laptop,79990,72,7th Gen AMD Ryzen i7 7735HS,"Octa Core, 16 Threads",DDR5,SSD,15.6,1080,Windows 11 OS,7,7,16,512,0,512,NVIDIA,Windows,141.2119981
MSI,GF63 Thin 11UC-1293IN Gaming Laptop,66490,75,11th Gen Intel Core i7 11800H,"Octa Core, 16 Threads",DDR4,SSD,15.6,1080,Windows 11 OS,11,7,16,512,0,512,NVIDIA,Windows,141.2119981
Asus,Vivobook S14 Flip 2022 TN3402QA-LZ741WS Laptop,69990,70,5th Gen AMD Ryzen i7 5800H,"Octa Core, 16 Threads",DDR4,SSD,14,1200,Windows 11 OS,5,7,16,512,0,512,AMD,Windows,161.7253908
Asus,Vivobook S15 OLED 2023 S5504VA-MA543WS Laptop,86490,65,13th Gen Intel Core i5 13500H,"12 Cores (4P + 8E), 16 Threads",LPDDR5,SSD,15.6,1620,Windows 11 OS,13,5,16,512,0,512,Intel,Windows,211.8179971
HP,15-fc0025AU Laptop,32790,69.32352941,7th Gen AMD Ryzen i3 7320U,"Quad Core, 8 Threads",DDR4,SSD,15.6,1080,Windows 11 OS,7,3,8,512,0,512,AMD,Windows,141.2119981
Dell,Vostro 3425 M552321WIN9S Laptop,49990,68,5th Gen AMD Ryzen i5 5625U,"Hexa Core, 12 Threads",DDR4,SSD,14,1080,Windows 11 OS,5,5,16,512,0,512,AMD,Windows,157.3505121
MSI,Modern 14 C7M-062IN Laptop,43990,62,7th Gen AMD Ryzen i5 7530U,"Hexa Core, 12 Threads",DDR4,SSD,14,1080,Windows 11 OS,7,5,16,512,0,512,AMD,Windows,157.3505121
MSI,Modern 14 C11M-030IN Laptop,36990,69.32352941,11th Gen Intel Core i5 1155G7,"Quad Core, 8 Threads",DDR4,SSD,14,1080,Windows 11 OS,11,5,8,512,0,512,Intel,Windows,157.3505121
MSI,Sword 15 A12VF-401IN Gaming Laptop,102990,79,12th Gen Intel Core i7 12650H,"10 Cores (6P + 4E), 16 Threads",DDR5,SSD,15.6,1080,Windows 11 OS,12,7,16,1000,0,1000,NVIDIA,Windows,141.2119981
Acer,Extensa 15 EX215-33 Laptop,29990,69.32352941,4th Gen Intel Core i3 N305,"Dual Core, 2 Threads",LPDDR5,SSD,15.6,1080,Windows 11 OS,4,3,8,256,0,256,Intel,Windows,141.2119981
HP,Pavilion x360 14-ek1010TU Laptop,77889,70,13th Gen Intel Core i5 1335U,"10 Cores (2P + 8E), 12 Threads",DDR4,SSD,14,1080,Windows 11 OS,13,5,16,1000,0,1000,Intel,Windows,157.3505121
Samsung,Galaxy Book 3 NP750XFG-KB1IN Laptop,69990,69.32352941,13th Gen Intel Core i5 1335U,"10 Cores (2P + 8E), 12 Threads",LPDDR4X,SSD,15.6,1080,Windows 11 OS,13,5,8,512,0,512,Intel,Windows,141.2119981
Samsung,Galaxy Book 3 360 NP750QFG-KA3IN Laptop,138990,74,13th Gen Intel Core i7 1360P,"12 Cores (4P + 8E), 16 Threads",LPDDR4X,SSD,15.6,1080,Windows 11 OS,13,7,16,1000,0,1000,Intel,Windows,141.2119981
HP,Victus 15-fb0777AX Gaming Laptop,51990,67,5th Gen AMD Ryzen i5 5600H ,"Hexa Core, 12 Threads",DDR4,SSD,15.6,1080,Windows 11 OS,5,5,8,512,0,512,AMD,Windows,141.2119981
Samsung,Galaxy Book 3 Laptop,69990,69.32352941,13th Gen Intel Core i5 1340P,"12 Cores (4P + 8E), 16 Threads",LPDDR5,SSD,14,1080,Windows 11 OS,13,5,8,512,0,512,Intel,Windows,157.3505121
Asus,Vivobook Pro 15 OLED M3500QC-L1502WS Gaming Laptop,72990,66,5th Gen AMD Ryzen i5 5600H,"Hexa Core, 12 Threads",DDR4,SSD,15.6,1080,Windows 11 OS,5,5,16,512,0,512,NVIDIA,Windows,141.2119981
Asus,Vivobook 16X M1603QA-MB512WS Laptop,50400,67,5th Gen AMD Ryzen i5 5600H,"Hexa Core, 12 Threads",DDR4,SSD,16,1920,Windows 11 OS,5,5,16,512,0,512,AMD,Windows,141.509717
Dell,Latitude 3430 Laptop,108000,60,12th Gen Intel Core i5 1235U,"10 Cores (2P + 8E), 12 Threads",DDR4,SSD,14,768,Windows 11 OS,12,5,8,512,0,512,Intel,Windows,111.9352036
Dell,Inspiron 3520 Laptop,50990,69.32352941,12th Gen Intel Core i5 1235U,"10 Cores (2P + 8E), 12 Threads",DDR4,Hard_Disk,15.6,1080,Windows 11 OS,12,5,8,1000,1000,0,Intel,Windows,141.2119981
Lenovo,IdeaPad Gaming 3 15IHU6 82K101EDIN Laptop,47990,67,11th Gen Intel Core i5 11300H,"Quad Core, 8 Threads",DDR4,SSD,15.6,1080,Windows 11 OS,11,5,8,512,0,512,NVIDIA,Windows,141.2119981
HP,Omen 16-n0079AX Gaming Laptop,91990,80,6th Gen AMD Ryzen i7 6800H,"Octa Core, 16 Threads",DDR5,SSD,16.1,1080,Windows 11 OS,6,7,16,512,0,512,AMD,Windows,136.8265323
Acer,One 14 Z2-493 Laptop,25449,69.32352941,3rd Gen AMD Ryzen i3 3250U,"Dual Core, 4 Threads",DDR4,SSD,14,768,Windows 11 OS,3,3,8,256,0,256,AMD,Windows,111.9352036
Acer,Aspire 3 A315-59 Laptop,33207,69.32352941,12th Gen Intel Core i3 1215U,"Hexa Core (2P + 4E), 8 Threads",DDR4,SSD,15.6,1080,Windows 11 OS,12,3,8,512,0,512,Intel,Windows,141.2119981
HP,Pavilion 15s-FR5007TU Laptop,52990,69.32352941,12th Gen Intel Core i5 1235U,"10 Cores (2P + 8E), 12 Threads",DDR4,SSD,15.6,1080,Windows 11 OS,12,5,8,512,0,512,Intel,Windows,141.2119981
Dell,Vostro 3425 Laptop,42434,66,5th Gen AMD Ryzen i5 5625U,"Hexa Core, 12 Threads",DDR4,SSD,14,1080,Windows 11 OS,5,5,8,512,0,512,AMD,Windows,157.3505121
HP,15s-du3614TU Laptop,42200,65,11th Gen Intel Core i3 1115G4,"Dual Core, 4 Threads",DDR4,Hard_Disk,15.6,1080,Windows 11 OS,11,3,8,1000,1000,0,Intel,Windows,141.2119981
HP,Pavilion 15s-eq2182AU Laptop,41990,60,5th Gen AMD Ryzen i5 5500U ,"Hexa Core, 12 Threads",DDR4,SSD,15.6,1080,Windows 11 OS,5,5,16,512,0,512,AMD,Windows,141.2119981
Asus,TUF Gaming A15 2022 FA577RE-HN055WS Gaming Laptop,80900,79,6th Gen AMD Ryzen i7 6800H ,"Octa Core, 16 Threads",DDR5,SSD,15.6,1080,Windows 11 OS,6,7,16,512,0,512,NVIDIA,Windows,141.2119981
Asus,Vivobook 15 Touch X515EA-EZ311WS Laptop,38990,69.32352941,11th Gen Intel Core i3 1115G4,"Dual Core, 4 Threads",DDR4,SSD,15.6,1080,Windows 11 OS,11,3,8,512,0,512,Intel,Windows,141.2119981
Apple,MacBook Air 2022 Laptop,135990,69.32352941,10th Gen Apple M i7 M2 ,"Octa Core, 16 Threads",Unified,SSD,13.6,1664,Mac OS,10,7,8,512,0,512,Others,Mac,224.5056083
Asus,Vivobook S15 OLED K3502ZA-L501WS Laptop,72490,64,12th Gen Intel Core i5 12500H,"12 Cores (4P + 8E), 16 Threads",DDR4,SSD,15.6,1080,Windows 11 OS,12,5,16,512,0,512,Intel,Windows,141.2119981
Asus,Vivobook S14 OLED S3402ZA-KM501WS Laptop,72490,62,12th Gen Intel Core i5 12500H,"12 Cores (4P + 8E), 16 Threads",DDR4,SSD,14,1800,Windows 11 OS,12,5,16,512,0,512,Intel,Windows,242.5880863
Dell,Inspiron 3511 Laptop,35990,69.32352941,11th Gen Intel Core i3 1115G4,"Dual Core, 4 Threads",DDR4,SSD,15.56,1080,Windows 11 OS,11,3,8,512,0,512,Intel,Windows,141.5750109
Xiaomi,Mi Notebook Ultra Laptop,45989,64,11th Gen Intel Core i5 11300H ,"Quad Core, 8 Threads",DDR4,SSD,15.6,2000,Windows 10  OS,11,5,8,512,0,512,Intel,Windows,241.8969521
Dell,Inspiron 3501 Laptop,52500,69.32352941,11th Gen Intel Core i5 1135G7 ,"Quad Core, 8 Threads",DDR4,Hard_Disk,15.6,1080,Windows 10 OS,11,5,8,1000,1000,0,Intel,Windows,141.2119981
Dell,Latitude 3410 Laptop,59999,69.32352941,10th Gen Intel Core i5 10210U ,"Quad Core, 8 Threads",DDR4,SSD,14,768,Ubuntu OS,10,5,8,512,0,512,Intel,Ubuntu,111.9352036
Apple,MacBook Air 2020 MGN73HN Laptop,112990,69.32352941,10th Gen Apple M i6 M1 ,"Octa Core (4P + 4E), 12 Threads",DDR4,SSD,13.3,1600,Mac OS,10,6,8,512,0,512,Others,Mac,226.9830047
Apple,MacBook Pro 16 Laptop,201498,81,9th Gen Intel Core i9,"Octa Core, 16 Threads",DDR4,SSD,16,1920,Mac Catalina OS,9,9,32,2000,0,2000,Others,Mac,226.4155472
HP,Victus 15-fa1145TX Gaming Laptop,64990,72,12th Gen Intel Core i5 12450H,"Octa Core (4P + 4E), 12 Threads",DDR4,SSD,15.6,1080,Windows 11 OS,12,5,16,1000,0,1000,NVIDIA,Windows,141.2119981
Lenovo,Thinkpad E14 G4 21E3S00P00 Laptop,68999,63,12th Gen Intel Core i5 1235U,"10 Cores (2P + 8E), 12 Threads",DDR4,SSD,14,1080,DOS OS,12,5,8,512,0,512,Intel,DOS,157.3505121
Lenovo,Ideapad Gaming 3 15ARH7 82SB00QJIN Laptop,60990,66,7th Gen AMD Ryzen i5 7535HS,"Hexa Core, 12 Threads",DDR5,SSD,15.6,1080,Windows 11 OS,7,5,8,512,0,512,NVIDIA,Windows,141.2119981
Dell,Inspiron 3520 IN3520P9K46002ORS1 Laptop,40990,69.32352941,12th Gen Intel Core i3 1215U,"Hexa Core (2P + 4E), 8 Threads",DDR4,SSD,15.6,1080,Windows 11 OS,12,3,8,512,0,512,Intel,Windows,141.2119981
Lenovo,LOQ 15APH8 82XT004KIN Gaming Laptop,107690,75,7th Gen AMD Ryzen i7 7840HS,"Octa Core, 16 Threads",DDR5,SSD,15.6,1080,Windows 11 OS,7,7,16,512,0,512,NVIDIA,Windows,141.2119981
Lenovo,V15 G4 Laptop,25490,69.32352941,3rd Gen AMD Athlon Silver i4 7120U,"Dual Core, 2 Threads",LPDDR5,SSD,15.6,1080,Windows 11 OS,3,4,8,512,0,512,AMD,Windows,141.2119981
HP,15s-FR5012TU Laptop,38999,69.32352941,12th Gen Intel Core i3 1215U,"Hexa Core (2P + 4E), 8 Threads",DDR4,SSD,15.6,1080,Windows 11 OS,12,3,8,512,0,512,Intel,Windows,141.2119981
Infinix,INBook Y1 Plus 15 XL28 Laptop,59990,69.32352941,10th Gen Intel Core i5 1035G1,"Quad Core, 8 Threads",LPDDR4X,SSD,15.6,1080,Windows 11 OS,10,5,8,512,0,512,Intel,Windows,141.2119981
HP,Victus 15-FA1098TX Laptop,60990,64,12th Gen Intel Core i5 12450H,"Octa Core (4P + 4E), 12 Threads",DDR4,SSD,15.6,1080,Windows 11 OS,12,5,8,512,0,512,NVIDIA,Windows,141.2119981
HP,Victus 15-fb1002AX Gaming Laptop,55500,70,7th Gen AMD Ryzen i5 7535HS,"Hexa Core, 12 Threads",DDR5,SSD,15.6,1080,Windows 11 OS,7,5,8,512,0,512,NVIDIA,Windows,141.2119981
HP,Pavilion Plus ‎16-ab0456TX Laptop,124999,76,13th Gen Intel Core i7 13700H,"14 Cores (6P + 8E), 20 Threads",DDR4,SSD,16,1600,Windows 11 OS,13,7,16,1000,0,1000,NVIDIA,Windows,188.6796226
HP,Omen 16-XD0007ax Gaming Laptop,104990,76,7th Gen AMD Ryzen i7 7840HS,"Octa Core, 16 Threads",DDR5,SSD,16.1,1080,Windows 11 OS,7,7,16,1000,0,1000,NVIDIA,Windows,136.8265323
MSI,Katana 15 B12VGK-1295IN Gaming Laptop,136990,72,12th Gen Intel Core i7 12650H,"10 Cores (6P + 4E), 16 Threads",DDR5,SSD,15.6,1080,Windows 11 OS,12,7,16,1000,0,1000,NVIDIA,Windows,141.2119981
Lenovo,Legion Slim 5 82Y9009JIN Gaming Laptop,131990,83,7th Gen AMD Ryzen i7 7840HS,"Octa Core, 16 Threads",DDR5,SSD,16,1600,Windows 11 OS,7,7,16,1000,0,1000,NVIDIA,Windows,188.6796226
Lenovo,IdeaPad Slim 3 14ITL6 82H701N3IN Laptop,36490,60,11th Gen Intel Core i3 1115G4,"Dual Core, 4 Threads",DDR4,SSD,14,1080,Windows 11 OS,11,3,8,512,0,512,Intel,Windows,157.3505121
Asus,ROG Flow X13 GV302XV-MU016WS Gaming Laptop,188752,75,7th Gen AMD Ryzen i9  7940HS,"Octa Core, 16 Threads",LPDDR5,SSD,13.4,1600,Windows 11 OS,7,9,16,1000,0,1000,NVIDIA,Windows,225.2891017
HP,250 G9 7M657PA Laptop,36999,60,12th Gen Intel Core i3 1215U,"Hexa Core (2P + 4E), 8 Threads",DDR4,SSD,15.6,768,Windows 11 OS,12,3,8,512,0,512,Intel,Windows,100.4546699
Lenovo,Yoga 7 82YL0095IN Laptop,92890,75,13th Gen Intel Core i5 1340P,"12 Cores (4P + 8E), 16 Threads",LPDDR5,SSD,14,1800,Windows 11 OS,13,5,16,1000,0,1000,Intel,Windows,242.5880863
Dell,Inspiron 7430 2 in 1 2023 Laptop,57990,69.32352941,13th Gen Intel Core i3 1315U,"Hexa Core (2P + 4E), 8 Threads",LPDDR5,SSD,14,1200,Windows 11 OS,13,3,8,256,0,256,Intel,Windows,161.7253908
